OBJECTID_1,name,latitude,longitude,Categoria,Cobertura vegetal,Area protegida,Tipo,YearD,YearL,A_o de creacion,CaIUCN
1,Atelopus lozanoi,4.38333,-73.98333,CR,Shrub,Sin registros en Pas,NA,2001,1993,NA,NA
2,Atelopus lozanoi,4.72779,-73.82939,CR,Grassland,Chingaza,PNN,2001,1993,1977,II
3,Atelopus lozanoi,4.66667,-73.75,CR,Shrub,Chingaza,PNN,2001,1993,1977,II
4,Atelopus lozanoi,5.48108,-72.73128,CR,Paramo,Siscunci Oceta,Parque Natural Regional,2001,1993,2009,II
5,Atelopus lozanoi,4.61339,-73.70107,CR,Paramo,Chingaza,PNN,2001,1993,1977,II
6,Atelopus lozanoi,4.73513,-73.87462,CR,Paramo,Rio Blanco y Negro,Reserva Forestal Protectora Nacional,2001,1993,1990,VI
7,Hyla nicefori,6.1,-72.33333,CR,Fragmented forest,Sin registros en Pas,NA,1970,1945,NA,NA
8,Atelopus minutulus,4.18293,-73.81508,CR,Crops,Sin registros en Pas,NA,1988,1984,NA,NA
9,Atelopus minutulus,4.30688,-73.85656,CR,Crops,Sin registros en Pas,NA,1988,1984,NA,NA
10,Atelopus minutulus,4.16923,-73.81577,CR,Mature forest,Sin registros en Pas,NA,1988,1984,NA,NA
11,Atelopus minutulus,4.192,-73.81083,CR,Mature forest,Sin registros en Pas,NA,1988,1984,NA,NA
12,Atelopus minutulus,4.1728,-73.816,CR,Mature forest,Sin registros en Pas,NA,1988,1984,NA,NA
13,Atelopus minutulus,4.15459,-73.8103,CR,Crops,Sin registros en Pas,NA,1988,1984,NA,NA
14,Bolitoglossa pandi,4.2088,-74.47439,EN,Crops,Sin registros en Pas,NA,1963,2011,NA,NA
15,Bolitoglossa pandi,5.03087,-74.25861,EN,Secundary forest,Sin registros en Pas,NA,1963,2011,NA,NA
16,Bolitoglossa pandi,4.87077,-74.43777,EN,Crops,Sin registros en Pas,NA,1963,2011,NA,NA
17,Bolitoglossa pandi,4.91667,-74.45,EN,Crops,Sin registros en Pas,NA,1963,2011,NA,NA
18,Pristimantis acutirostris,6.21667,-73.08333,EN,Crops,Sin registros en Pas,NA,1984,2016,NA,NA
19,Pristimantis acutirostris,6.0985,-73.19886,EN,Grassland,Sin registros en Pas,NA,1984,2016,NA,NA
20,Pristimantis acutirostris,5.98556,-73.21702,EN,Mature forest,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,1984,2016,2011,VI
21,Pristimantis acutirostris,6.11269,-73.21736,EN,Grassland,Sin registros en Pas,NA,1984,2016,NA,NA
22,Pristimantis acutirostris,6.11037,-73.13882,EN,Secundary forest,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,1984,2016,2011,VI
23,Pristimantis acutirostris,6.0886,-73.1323,EN,Grassland,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,1984,2016,2011,VI
24,Pristimantis jorgevelosai,7.16722,-73.00675,EN,Crops,Sin registros en Pas,NA,1994,2004,NA,NA
25,Pristimantis jorgevelosai,7.11909,-73.03756,EN,Crops,Cerro La Judia,Parque Natural Regional,1994,2004,2009,II
26,Pristimantis jorgevelosai,7.04567,-72.98958,EN,Crops,Sin registros en Pas,NA,1994,2004,NA,NA
27,Pristimantis jorgevelosai,7.04633,-72.96614,EN,Mature forest,El Rasgon,Parque Natural Regional,1994,2004,2009,II
28,Pristimantis jorgevelosai,7.04783,-72.97994,EN,Mature forest,El Rasgon,Parque Natural Regional,1994,2004,2009,II
29,Pristimantis jorgevelosai,7.13461,-73.02961,EN,Mature forest,Cerro La Judia,Parque Natural Regional,1994,2004,2009,II
30,Pristimantis jorgevelosai,6.02946,-73.10922,EN,Mature forest,Guaneta. Alto del Rio Fonce,SFF,1994,2004,1993,IV
31,Pristimantis jorgevelosai,7.04567,-72.98958,EN,Crops,Sin registros en Pas,NA,1994,2004,NA,NA
32,Pristimantis jorgevelosai,7.12354,-72.99302,EN,Mature forest,Sin registros en Pas,NA,1994,2004,NA,NA
33,Pristimantis pugnax,1.0945,-76.81598,VU,Mature forest,Sin registros en Pas,NA,1973,1990,NA,NA
34,Pristimantis pugnax,1.88472,-75.69284,VU,Mature forest,Sin registros en Pas,NA,1973,1990,NA,NA
35,Pristimantis pugnax,1.88848,-75.68848,VU,Mature forest,Sin registros en Pas,NA,1973,1990,NA,NA
36,Pristimantis pugnax,1.86689,-75.62831,VU,Mature forest,Sin registros en Pas,NA,1973,1990,NA,NA
37,Pristimantis pugnax,1.87208,-75.66411,VU,Mature forest,Sin registros en Pas,NA,1973,1990,NA,NA
38,Pristimantis renjiforum,3.85623,-74.49354,EN,Mature forest,Sin registros en Pas,NA,2000,2014,NA,NA
39,Pristimantis renjiforum,4.45584,-74.27623,EN,Crops,Sin registros en Pas,NA,2000,2014,NA,NA
40,Pristimantis renjiforum,4.44222,-74.33551,EN,Crops,Sin registros en Pas,NA,2000,2014,NA,NA
41,Pristimantis renjiforum,4.45015,-74.29931,EN,Crops,Sin registros en Pas,NA,2000,2014,NA,NA
42,Pristimantis renjiforum,3.87521,-74.5151,EN,Mature forest,Sin registros en Pas,NA,2000,2014,NA,NA
43,Pristimantis renjiforum,6.01403,-73.20907,EN,Mature forest,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,2000,2014,2011,VI
44,Pristimantis renjiforum,6.47645,-73.17955,EN,Mature forest,Sin registros en Pas,NA,2000,2014,NA,NA
45,Pristimantis renjiforum,6.00976,-73.2277,EN,Mature forest,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,2000,2014,2011,VI
46,Pristimantis renjiforum,6.00946,-73.2218,EN,Crops,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,2000,2014,2011,VI
47,Strabomantis ingeri,4.6416,-73.54791,VU,Grassland,Sin registros en Pas,NA,1961,2014,NA,NA
48,Strabomantis ingeri,4.90472,-74.42944,VU,Crops,Sin registros en Pas,NA,1961,2014,NA,NA
49,Strabomantis ingeri,6.105,-73.22833,VU,Mature forest,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,1961,2014,2011,VI
50,Strabomantis ingeri,6.09833,-73.28806,VU,Grassland,Sin registros en Pas,NA,1961,2014,NA,NA
51,Strabomantis ingeri,6.0019,-73.22838,VU,Mature forest,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,1961,2014,2011,VI
52,Strabomantis ingeri,4.68284,-74.3899,VU,Secundary forest,Sin registros en Pas,NA,1961,2014,NA,NA
53,Strabomantis ingeri,3.87521,-74.5151,VU,Mature forest,Sin registros en Pas,NA,1961,2014,NA,NA
54,Strabomantis ingeri,6.10858,-73.1985,VU,Grassland,Sin registros en Pas,NA,1961,2014,NA,NA
55,Strabomantis ingeri,4.68826,-74.3846,VU,Crops,Sin registros en Pas,NA,1961,2014,NA,NA
56,Allobates ranoides,4.21158,-73.13042,EN,Secundary forest,Sin registros en Pas,NA,1918,2011,NA,NA
57,Allobates ranoides,4.91667,-74.41667,EN,Crops,Sin registros en Pas,NA,1918,2011,NA,NA
58,Allobates ranoides,4.6,-74.35,EN,Crops,Sin registros en Pas,NA,1918,2011,NA,NA
59,Allobates ranoides,4.773,-73.038,EN,Grassland,Sin registros en Pas,NA,1918,2011,NA,NA
60,Atelopus mandingues,4.56667,-73.68333,CR,Fragmented forest,Chingaza,PNN,2001,1994,1977,II
61,Atelopus mandingues,4.59326,-73.69198,CR,Mature forest,Reserva Colombia,Reservas Forestales Protectoras Regionales,2001,1994,2008,VI
62,Atelopus mandingues,4.58911,-73.67507,CR,Crops,Sin registros en Pas,NA,2001,1994,NA,NA
63,Atelopus mandingues,4.59116,-73.68378,CR,Crops,Sin registros en Pas,NA,2001,1994,NA,NA
64,Atelopus mandingues,4.59148,-73.6652,CR,Fragmented forest,Sin registros en Pas,NA,2001,1994,NA,NA
65,Atelopus mandingues,4.56401,-73.6832,CR,Fragmented forest,Chingaza,PNN,2001,1994,1977,II
66,Atelopus mittermeieri,6.01912,-73.20997,EN,Mature forest,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,2006,2007,2011,VI
67,Atelopus mittermeieri,6.11046,-73.19788,EN,Grassland,Sin registros en Pas,NA,2006,2007,NA,NA
68,Atelopus mittermeieri,6.23333,-72.93333,EN,Mature forest,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,2006,2007,2011,VI
69,Atelopus mittermeieri,6.16667,-72.93333,EN,Mature forest,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,2006,2007,2011,VI
70,Atelopus mittermeieri,6.03222,-73.11045,EN,Mature forest,Guaneta. Alto del Rio Fonce,SFF,2006,2007,1993,IV
71,Atelopus mittermeieri,6.02927,-73.11545,EN,Mature forest,Guaneta. Alto del Rio Fonce,SFF,2006,2007,1993,IV
72,Atelopus monohernandezi,6.51667,-73.16667,CR,Crops,Sin registros en Pas,NA,2002,1995,NA,NA
73,Atelopus monohernandezi,6.04143,-73.13963,CR,Mature forest,Guaneta. Alto del Rio Fonce,SFF,2002,1995,1993,IV
74,Atelopus monohernandezi,6.00626,-73.23147,CR,Mature forest,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,2002,1995,2011,VI
75,Atelopus monohernandezi,6.09963,-73.23156,CR,Mature forest,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,2002,1995,2011,VI
76,Atelopus monohernandezi,6.15385,-73.28969,CR,Crops,Sin registros en Pas,NA,2002,1995,NA,NA
77,Atelopus monohernandezi,6.01456,-73.2157,CR,Mature forest,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,2002,1995,2011,VI
78,Atelopus monohernandezi,6.01826,-73.1931,CR,Mature forest,Guaneta. Alto del Rio Fonce,SFF,2002,1995,1993,IV
79,Atelopus monohernandezi,6.08118,-73.2003,CR,Grassland,Sin registros en Pas,NA,2002,1995,NA,NA
80,Hyloscirtus denticulentus,7.28813,-72.95443,EN,Crops,Sin registros en Pas,NA,1972,2011,NA,NA
81,Hyloscirtus denticulentus,7.18348,-72.98778,EN,Shrub,Sin registros en Pas,NA,1972,2011,NA,NA
82,Hyloscirtus denticulentus,7.07849,-73.06964,EN,Crops,Sin registros en Pas,NA,1972,2011,NA,NA
83,Hyloscirtus denticulentus,6.88639,-73.36639,EN,Crops,Serrania de Los Yariguies,PNN,1972,2011,2005,II
84,Hyloscirtus denticulentus,4.89554,-73.2543,EN,Grassland,Sin registros en Pas,NA,1972,2011,NA,NA
85,Hyloscirtus denticulentus,7.25888,-72.9877,EN,Mature forest,Sin registros en Pas,NA,1972,2011,NA,NA
86,Hyloscirtus denticulentus,7.17465,-73.0064,EN,Crops,Sin registros en Pas,NA,1972,2011,NA,NA
87,Hyloscirtus denticulentus,6.01,-73.22,EN,Mature forest,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,1972,2011,2011,VI
88,Hyloscirtus denticulentus,5.9,-73.33,EN,Mature forest,Sin registros en Pas,NA,1972,2011,NA,NA
89,Hyloscirtus torrenticola,1.08305,-76.66112,VU,Grassland,Sin registros en Pas,NA,1978,1990,NA,NA
90,Hyloscirtus torrenticola,1.72243,-75.66647,VU,Secundary forest,Sin registros en Pas,NA,1978,1990,NA,NA
91,Hyloscirtus torrenticola,1.73068,-75.67653,VU,Secundary forest,Sin registros en Pas,NA,1978,1990,NA,NA
92,Hyloscirtus torrenticola,1.86694,-75.64028,VU,Secundary forest,Sin registros en Pas,NA,1978,1990,NA,NA
93,Hyloscirtus torrenticola,1.77145,-75.64713,VU,Mature forest,Sin registros en Pas,NA,1978,1990,NA,NA
94,Hyloscirtus torrenticola,1.93215,-75.67799,VU,Crops,Sin registros en Pas,NA,1978,1990,NA,NA
95,Hyloscirtus torrenticola,1.7701,-75.65187,VU,Mature forest,Sin registros en Pas,NA,1978,1990,NA,NA
96,Hyloxalus ruizi,4.45017,-74.3123,CR,Shrub,Sin registros en Pas,NA,1982,1990,NA,NA
97,Hyloxalus ruizi,4.38961,-74.32258,CR,Secundary forest,Sin registros en Pas,NA,1982,1990,NA,NA
98,Hyloxalus ruizi,4.42032,-74.32928,CR,Secundary forest,Sin registros en Pas,NA,1982,1990,NA,NA
99,Hyloxalus ruizi,4.4484,-74.3194,CR,Crops,Sin registros en Pas,NA,1982,1990,NA,NA
100,Hyloxalus vergeli,4.36491,-74.35403,VU,Crops,Sin registros en Pas,NA,1940,2005,NA,NA
101,Hyloxalus vergeli,4.34565,-74.5425,VU,Crops,Sin registros en Pas,NA,1940,2005,NA,NA
102,Hyloxalus vergeli,4.18075,-74.53344,VU,Crops,Sin registros en Pas,NA,1940,2005,NA,NA
103,Hyloxalus vergeli,4.47975,-73.88655,VU,Crops,Sin registros en Pas,NA,1940,2005,NA,NA
104,Hyloxalus vergeli,4.46074,-73.82446,VU,Fragmented forest,Sin registros en Pas,NA,1940,2005,NA,NA
105,Hyloxalus vergeli,4.34115,-74.46885,VU,Crops,Cuchilla de Piedras Blancas,Reservas Forestales Protectoras Regionales,1940,2005,1983,VI
106,Hyloxalus vergeli,4.85098,-74.12712,VU,Crops,Sin registros en Pas,NA,1940,2005,NA,NA
107,Hyloxalus vergeli,5.25,-74.5,VU,Grassland,Sin registros en Pas,NA,1940,2005,NA,NA
108,Hypodactylus dolops,1.09117,-76.7345,VU,Mature forest,Sin registros en Pas,NA,1980,1990,NA,NA
109,Hypodactylus dolops,1.77294,-75.64778,VU,Mature forest,Sin registros en Pas,NA,1980,1990,NA,NA
110,Hypodactylus dolops,1.78978,-75.65387,VU,Grassland,Sin registros en Pas,NA,1980,1990,NA,NA
111,Hypodactylus dolops,1.77223,-75.64541,VU,Mature forest,Sin registros en Pas,NA,1980,1990,NA,NA
112,Hyalinobatrachium esmeralda,5.23297,-72.87347,EN,Mature forest,Sin registros en Pas,NA,1998,2011,NA,NA
113,Hyalinobatrachium esmeralda,5.3018,-72.6751,EN,Mature forest,Sin registros en Pas,NA,1998,2011,NA,NA
114,Hyalinobatrachium esmeralda,4.84474,-73.24909,EN,Grassland,Sin registros en Pas,NA,1998,2011,NA,NA
115,Hyalinobatrachium esmeralda,4.27816,-73.59668,EN,Fragmented forest,Sin registros en Pas,NA,1998,2011,NA,NA
116,Hyalinobatrachium esmeralda,3.99366,-73.83248,EN,Mature forest,Sin registros en Pas,NA,1998,2011,NA,NA
117,Hyalinobatrachium esmeralda,5.294,-72.706,EN,Secundary forest,Sin registros en Pas,NA,1998,2011,NA,NA
118,Hyalinobatrachium esmeralda,4.89508,-73.2819,EN,Secundary forest,Sin registros en Pas,NA,1998,2011,NA,NA
119,Hyalinobatrachium esmeralda,4.26191,-73.5962,EN,Crops,Sin registros en Pas,NA,1998,2011,NA,NA
120,Hyalinobatrachium esmeralda,4.26784,-73.5403,EN,Crops,Sin registros en Pas,NA,1998,2011,NA,NA
121,Hyalinobatrachium esmeralda,4.15459,-73.8103,EN,Crops,Sin registros en Pas,NA,1998,2011,NA,NA
122,Hyalinobatrachium ibama,5.984,-73.21802,VU,Riparian forest,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,1998,2005,2011,VI
123,Hyalinobatrachium ibama,6.64981,-73.04955,VU,Grassland,Sin registros en Pas,NA,1998,2005,NA,NA
124,Hyalinobatrachium ibama,6.09833,-73.28806,VU,Grassland,Sin registros en Pas,NA,1998,2005,NA,NA
125,Hyalinobatrachium ibama,7.20132,-72.96967,VU,Grassland,Sin registros en Pas,NA,1998,2005,NA,NA
126,Hyalinobatrachium ibama,6.98515,-72.90195,VU,Fragmented forest,Sin registros en Pas,NA,1998,2005,NA,NA
127,Hyalinobatrachium ibama,7.16863,-73.00698,VU,Crops,Sin registros en Pas,NA,1998,2005,NA,NA
128,Hyalinobatrachium ibama,7.1165,-73.06698,VU,Mature forest,Sin registros en Pas,NA,1998,2005,NA,NA
129,Hyalinobatrachium ibama,7.17465,-73.0064,VU,Crops,Sin registros en Pas,NA,1998,2005,NA,NA
130,Hyalinobatrachium ibama,7.05436,-72.9371,VU,Grassland,El Rasgon,Parque Natural Regional,1998,2005,2009,II
131,Rulyrana adiazeta,6.105,-73.22833,VU,Mature forest,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,1991,2011,2011,VI
132,Rulyrana adiazeta,6.85583,-73.4106,VU,Crops,Serrania de Los Yariguies,PNN,1991,2011,2005,II
133,Rulyrana adiazeta,6.11534,-73.43172,VU,Crops,Sin registros en Pas,NA,1991,2011,NA,NA
134,Rulyrana adiazeta,6.52227,-73.19143,VU,Shrub,Sin registros en Pas,NA,1991,2011,NA,NA
135,Rulyrana adiazeta,6.54484,-73.17648,VU,Crops,Sin registros en Pas,NA,1991,2011,NA,NA
136,Rulyrana adiazeta,6.11423,-73.22443,VU,Grassland,Sin registros en Pas,NA,1991,2011,NA,NA
137,Rulyrana adiazeta,6.88639,-73.36639,VU,Crops,Serrania de Los Yariguies,PNN,1991,2011,2005,II
138,Rulyrana adiazeta,6.16305,-73.4571,VU,Crops,Sin registros en Pas,NA,1991,2011,NA,NA
139,Rulyrana adiazeta,6.52586,-73.18588,VU,Crops,Sin registros en Pas,NA,1991,2011,NA,NA
140,Rulyrana adiazeta,4.93461,-74.4062,VU,Crops,Sin registros en Pas,NA,1991,2011,NA,NA
141,Atelopus marinkellei,5.57176,-72.83335,CR,Paramo,Siscunci Oceta,Parque Natural Regional,1970,1996,2009,II
142,Atelopus marinkellei,5.90019,-72.60864,CR,Shrub,Pisba,PNN,1970,1996,1977,II
143,Atelopus marinkellei,5.40916,-73.29588,CR,Urban area,Sin registros en Pas,NA,1970,1996,NA,NA
144,Atelopus marinkellei,5.50003,-72.74994,CR,Paramo,Siscunci Oceta,Parque Natural Regional,1970,1996,2009,II
145,Atelopus marinkellei,5.54461,-72.92834,CR,Paramo,Sin registros en Pas,NA,1970,1996,NA,NA
146,Atelopus marinkellei,5.53321,-72.88068,CR,Grassland,Sin registros en Pas,NA,1970,1996,NA,NA
147,Atelopus marinkellei,5.49844,-72.75421,CR,Paramo,Siscunci Oceta,Parque Natural Regional,1970,1996,2009,II
148,Atelopus marinkellei,5.59984,-73.03524,CR,Grassland,Sin registros en Pas,NA,1970,1996,NA,NA
149,Atelopus marinkellei,5.51128,-72.76009,CR,Paramo,Siscunci Oceta,Parque Natural Regional,1970,1996,2009,II
150,Atelopus marinkellei,5.98231,-72.90511,CR,Shrub,Sin registros en Pas,NA,1970,1996,NA,NA
151,Atelopus marinkellei,5.65118,-72.8615,CR,Paramo,Siscunci Oceta,Parque Natural Regional,1970,1996,2009,II
152,Atelopus marinkellei,5.39386,-73.24739,CR,Crops,Sin registros en Pas,NA,1970,1996,NA,NA
153,Atelopus muisca,4.5422,-73.71687,CR,Paramo,Chingaza,PNN,1991,1996,1977,II
154,Atelopus muisca,4.5203,-73.73609,CR,Shrub,Chingaza,PNN,1991,1996,1977,II
155,Atelopus muisca,4.72747,-73.82954,CR,Shrub,Rio Blanco y Negro,Reserva Forestal Protectora Nacional,1991,1996,1990,VI
156,Atelopus muisca,4.78841,-73.77867,CR,Mature forest,Sin registros en Pas,NA,1991,1996,NA,NA
157,Atelopus muisca,4.64497,-73.74149,CR,Shrub,Chingaza,PNN,1991,1996,1977,II
158,Atelopus muisca,4.79798,-73.77603,CR,Mature forest,Sin registros en Pas,NA,1991,1996,NA,NA
159,Atelopus muisca,4.80183,-73.78143,CR,Mature forest,Sin registros en Pas,NA,1991,1996,NA,NA
160,Atelopus muisca,4.5802,-73.6833,CR,Fragmented forest,Chingaza,PNN,1991,1996,1977,II
161,Atelopus muisca,4.6195,-73.7215,CR,Shrub,Chingaza,PNN,1991,1996,1977,II
162,Atelopus muisca,4.55921,-73.6833,CR,Fragmented forest,Chingaza,PNN,1991,1996,1977,II
163,Atelopus muisca,4.73633,-73.87494,CR,Paramo,Chingaza,PNN,1991,1996,1977,II
164,Atelopus muisca,4.565,-73.72854,CR,Shrub,Chingaza,PNN,1991,1996,1977,II
165,Atelopus subornatus,4.38621,-74.32157,CR,Crops,Sin registros en Pas,NA,1899,1999,NA,NA
166,Atelopus subornatus,4.31175,-74.28643,CR,Crops,Sin registros en Pas,NA,1899,1999,NA,NA
167,Atelopus subornatus,4.4943,-74.37813,CR,Crops,Sin registros en Pas,NA,1899,1999,NA,NA
168,Atelopus subornatus,4.2675,-74.27583,CR,Crops,Sin registros en Pas,NA,1899,1999,NA,NA
169,Atelopus subornatus,4.44688,-74.31848,CR,Shrub,Sin registros en Pas,NA,1899,1999,NA,NA
